page_spanning_verse,page link
הַאֲזִ֥ינוּ וְשִׁמְע֖וּ קוֹלִ֑י הַקְשִׁ֥יבוּ וְשִׁמְע֖וּ 'אאא' אִמְרָתִֽי׃,230B
וְיָסְפ֧וּ עֲנָוִ֛ים בַּֽיהוָ֖ה שִׂמְחָ֑ה וְאֶבְיוֹנֵ֣י 'אאא' אָדָ֔ם בִּקְד֥וֹשׁ יִשְׂרָאֵ֖ל יָגִֽילוּ׃,231A
כִּי־עַ֛ם 'אאא' בְּצִיּ֥וֹן יֵשֵׁ֖ב בִּירֽוּשָׁלָ֑͏ִם בָּכ֣וֹ לֹֽא־תִבְכֶּ֗ה חָנ֤וֹן יָחְנְךָ֙ לְק֣וֹל זַעֲקֶ֔ךָ כְּשָׁמְעָת֖וֹ עָנָֽךְ׃,231B
,232A
אָבַ֤ל אֻמְלְלָה֙ אָ֔רֶץ הֶחְפִּ֥יר לְבָנ֖וֹן 'אאא' קָמַ֑ל הָיָ֤ה הַשָּׁרוֹן֙ כָּֽעֲרָבָ֔ה וְנֹעֵ֥ר בָּשָׁ֖ן וְכַרְמֶֽל׃,232B
וּפָגְשׁ֤וּ צִיִּים֙ אֶת־אִיִּ֔ים 'אאא' וְשָׂעִ֖יר עַל־רֵעֵ֣הוּ יִקְרָ֑א אַךְ־שָׁם֙ הִרְגִּ֣יעָה לִּילִ֔ית וּמָצְאָ֥ה לָ֖הּ מָנֽוֹחַ׃,233A
וְעַתָּה֙ הֲמִבַּלְעֲדֵ֣י יְהוָ֔ה עָלִ֛יתִי עַל־הָאָ֥רֶץ הַזֹּ֖את לְהַשְׁחִיתָ֑הּ 'אאא' יְהוָה֙ אָמַ֣ר אֵלַ֔י עֲלֵ֛ה אֶל־הָאָ֥רֶץ הַזֹּ֖את וְהַשְׁחִיתָֽהּ׃,233B
וַיָּ֙שָׁב֙ רַב־שָׁקֵ֔ה 'אאא' וַיִּמְצָא֙ אֶת־מֶ֣לֶךְ אַשּׁ֔וּר נִלְחָ֖ם עַל־לִבְנָ֑ה כִּ֣י שָׁמַ֔ע כִּ֥י נָסַ֖ע מִלָּכִֽישׁ׃,234A
כִּ֤י מִירֽוּשָׁלִַ֙ם֙ תֵּצֵ֣א שְׁאֵרִ֔ית וּפְלֵיטָ֖ה מֵהַ֣ר 'אאא' צִיּ֑וֹן קִנְאַ֛ת יְהוָ֥ה צְבָא֖וֹת תַּֽעֲשֶׂה־זֹּֽאת׃,234B
כִּ֣י לֹ֥א שְׁא֛וֹל 'אאא' תּוֹדֶ֖ךָּ מָ֣וֶת יְהַלְלֶ֑ךָּ לֹֽא־יְשַׂבְּר֥וּ יֽוֹרְדֵי־ב֖וֹר אֶל־אֲמִתֶּֽךָ׃,235A
מִֽי־מָדַ֨ד בְּשָׁעֳל֜וֹ מַ֗יִם וְשָׁמַ֙יִם֙ בַּזֶּ֣רֶת 'אאא' תִּכֵּ֔ן וְכָ֥ל בַּשָּׁלִ֖שׁ עֲפַ֣ר הָאָ֑רֶץ וְשָׁקַ֤ל בַּפֶּ֙לֶס֙ הָרִ֔ים וּגְבָע֖וֹת בְּמֹאזְנָֽיִם׃,235B
אַל־תִּירָא֙ כִּ֣י עִמְּךָ־אָ֔נִי אַל־תִּשְׁתָּ֖ע כִּֽי־אֲנִ֣י אֱלֹהֶ֑יךָ 'אאא' אִמַּצְתִּ֙יךָ֙ אַף־עֲזַרְתִּ֔יךָ אַף־תְּמַכְתִּ֖יךָ בִּימִ֥ין צִדְקִֽי׃,236A
לִפְקֹ֖חַ עֵינַ֣יִם עִוְר֑וֹת לְהוֹצִ֤יא 'אאא' מִמַּסְגֵּר֙ אַסִּ֔יר מִבֵּ֥ית כֶּ֖לֶא יֹ֥שְׁבֵי חֹֽשֶׁךְ׃,236B
כָּֽל־הַגּוֹיִ֞ם נִקְבְּצ֣וּ יַחְדָּ֗ו וְיֵאָֽסְפוּ֙ לְאֻמִּ֔ים מִ֤י בָהֶם֙ יַגִּ֣יד זֹ֔את וְרִֽאשֹׁנ֖וֹת 'אאא' יַשְׁמִיעֻ֑נוּ יִתְּנ֤וּ עֵֽדֵיהֶם֙ וְיִצְדָּ֔קוּ וְיִשְׁמְע֖וּ וְיֹאמְר֥וּ אֱמֶֽת׃,237A
הֵ֤ן כָּל־חֲבֵרָיו֙ יֵבֹ֔שׁוּ וְחָרָשִׁ֥ים הֵ֖מָּה מֵֽאָדָ֑ם יִֽתְקַבְּצ֤וּ 'אאא' כֻלָּם֙ יַֽעֲמֹ֔דוּ יִפְחֲד֖וּ יֵבֹ֥שׁוּ יָֽחַד׃,237B
יוֹצֵ֥ר אוֹר֙ וּבוֹרֵ֣א 'אאא' חֹ֔שֶׁךְ עֹשֶׂ֥ה שָׁל֖וֹם וּב֣וֹרֵא רָ֑ע אֲנִ֥י יְהוָ֖ה עֹשֶׂ֥ה כָל־אֵֽלֶּה׃,238A
הַזָּלִ֤ים זָהָב֙ מִכִּ֔יס וְכֶ֖סֶף בַּקָּנֶ֣ה 'אאא' יִשְׁקֹ֑לוּ יִשְׂכְּר֤וּ צוֹרֵף֙ וְיַעֲשֵׂ֣הוּ אֵ֔ל יִסְגְּד֖וּ אַף־יִֽשְׁתַּחֲוּֽוּ׃,238B
שִׁמְעוּ־זֹ֣את בֵּֽית־יַעֲקֹ֗ב הַנִּקְרָאִים֙ בְּשֵׁ֣ם יִשְׂרָאֵ֔ל וּמִמֵּ֥י יְהוּדָ֖ה יָצָ֑אוּ הַֽנִּשְׁבָּעִ֣ים ׀ בְּשֵׁ֣ם יְהוָ֗ה 'אאא' וּבֵאלֹהֵ֤י יִשְׂרָאֵל֙ יַזְכִּ֔ירוּ לֹ֥א בֶאֱמֶ֖ת וְלֹ֥א בִצְדָקָֽה׃,239A
וַיֹּ֗אמֶר נָקֵ֨ל מִֽהְיוֹתְךָ֥ לִי֙ עֶ֔בֶד לְהָקִים֙ אֶת־שִׁבְטֵ֣י יַעֲקֹ֔ב וּנְצוּרֵ֥י 'אאא' יִשְׂרָאֵ֖ל לְהָשִׁ֑יב וּנְתַתִּ֙יךָ֙ לְא֣וֹר גּוֹיִ֔ם לִֽהְי֥וֹת יְשׁוּעָתִ֖י עַד־קְצֵ֥ה הָאָֽרֶץ׃,239B
מַדּ֨וּעַ בָּ֜אתִי וְאֵ֣ין אִ֗ישׁ 'אאא' קָרָֽאתִי֮ וְאֵ֣ין עוֹנֶה֒ הֲקָצ֨וֹר קָצְרָ֤ה יָדִי֙ מִפְּד֔וּת וְאִם־אֵֽין־בִּ֥י כֹ֖חַ לְהַצִּ֑יל הֵ֣ן בְּגַעֲרָתִ֞י אַחֲרִ֣יב יָ֗ם אָשִׂ֤ים נְהָרוֹת֙ מִדְבָּ֔ר תִּבְאַ֤שׁ דְּגָתָם֙ מֵאֵ֣ין מַ֔יִם וְתָמֹ֖ת בַּצָּמָֽא׃,240A
אָנֹכִ֧י אָנֹכִ֛י ה֖וּא 'אאא' מְנַחֶמְכֶ֑ם מִֽי־אַ֤תְּ וַתִּֽירְאִי֙ מֵאֱנ֣וֹשׁ יָמ֔וּת וּמִבֶּן־אָדָ֖ם חָצִ֥יר יִנָּתֵֽן׃,240B
כִּ֣י לֹ֤א בְחִפָּזוֹן֙ תֵּצֵ֔אוּ וּבִמְנוּסָ֖ה לֹ֣א תֵלֵכ֑וּן כִּֽי־הֹלֵ֤ךְ לִפְנֵיכֶם֙ יְהוָ֔ה 'אאא' וּמְאַסִּפְכֶ֖ם אֱלֹהֵ֥י יִשְׂרָאֵֽל׃,241A
כִּ֤י הֶֽהָרִים֙ יָמ֔וּשׁוּ וְהַגְּבָע֖וֹת תְּמוּטֶ֑נָה וְחַסְדִּ֞י מֵאִתֵּ֣ךְ לֹֽא־יָמ֗וּשׁ וּבְרִ֤ית 'אאא' שְׁלוֹמִי֙ לֹ֣א תָמ֔וּט אָמַ֥ר מְרַחֲמֵ֖ךְ יְהוָֽה׃,241B
,242A
בּוֹרֵ֖א נִ֣יב 'אאא' שְׂפָתָ֑יִם שָׁל֨וֹם ׀ שָׁל֜וֹם לָרָח֧וֹק וְלַקָּר֛וֹב אָמַ֥ר יְהוָ֖ה וּרְפָאתִֽיו׃,242B
רַגְלֵיהֶם֙ לָרַ֣ע יָרֻ֔צוּ וִֽימַהֲר֔וּ 'אאא' לִשְׁפֹּ֖ךְ דָּ֣ם נָקִ֑י מַחְשְׁבֽוֹתֵיהֶם֙ מַחְשְׁב֣וֹת אָ֔וֶן שֹׁ֥ד וָשֶׁ֖בֶר בִּמְסִלּוֹתָֽם׃,243A
כִּֽי־הַגּ֧וֹי 'אאא' וְהַמַּמְלָכָ֛ה אֲשֶׁ֥ר לֹא־יַעַבְד֖וּךְ יֹאבֵ֑דוּ וְהַגּוֹיִ֖ם חָרֹ֥ב יֶחֱרָֽבוּ׃,243B
לְמַ֤עַן צִיּוֹן֙ לֹ֣א אֶחֱשֶׁ֔ה וּלְמַ֥עַן יְרוּשָׁלַ֖͏ִם לֹ֣א אֶשְׁק֑וֹט עַד־יֵצֵ֤א כַנֹּ֙גַהּ֙ צִדְקָ֔הּ וִישׁוּעָתָ֖הּ 'אאא' כְּלַפִּ֥יד יִבְעָֽר׃,244A
כִּֽי־ 'אאא' אַתָּ֣ה אָבִ֔ינוּ כִּ֤י אַבְרָהָם֙ לֹ֣א יְדָעָ֔נוּ וְיִשְׂרָאֵ֖ל לֹ֣א יַכִּירָ֑נוּ אַתָּ֤ה יְהוָה֙ אָבִ֔ינוּ גֹּאֲלֵ֥נוּ מֵֽעוֹלָ֖ם שְׁמֶֽךָ׃,244B
וּמָנִ֨יתִי אֶתְכֶ֜ם לַחֶ֗רֶב וְכֻלְּכֶם֙ לַטֶּ֣בַח תִּכְרָ֔עוּ יַ֤עַן קָרָ֙אתִי֙ וְלֹ֣א עֲנִיתֶ֔ם דִּבַּ֖רְתִּי וְלֹ֣א שְׁמַעְתֶּ֑ם וַתַּעֲשׂ֤וּ הָרַע֙ בְּעֵינַ֔י וּבַאֲשֶׁ֥ר לֹֽא־ 'אאא' חָפַ֖צְתִּי בְּחַרְתֶּֽם׃,245A
שִׂמְח֧וּ אֶת־יְרוּשָׁלַ֛͏ִם וְגִ֥ילוּ בָ֖הּ כָּל־אֹהֲבֶ֑יהָ שִׂ֤ישׂוּ 'אאא' אִתָּהּ֙ מָשׂ֔וֹשׂ כָּל־הַמִּֽתְאַבְּלִ֖ים עָלֶֽיהָ׃,245B
,245B
וַיֹּ֤אמֶר יְהוָה֙ אֵלַ֔י אַל־תֹּאמַ֖ר נַ֣עַר אָנֹ֑כִי כִּ֠י עַֽל־כָּל־אֲשֶׁ֤ר אֽ͏ֶשְׁלָחֲךָ֙ תֵּלֵ֔ךְ וְאֵ֛ת כָּל־אֲשֶׁ֥ר 'אאא' אֲצַוְּךָ֖ תְּדַבֵּֽר׃,246A
הַהֵימִ֥יר גּוֹי֙ אֱלֹהִ֔ים וְהֵ֖מָּה 'אאא' לֹ֣א אֱלֹהִ֑ים וְעַמִּ֛י הֵמִ֥יר כְּבוֹד֖וֹ בְּל֥וֹא יוֹעִֽיל׃,246B
גַּ֣ם מֵאֵ֥ת זֶה֙ תֵּֽצְאִ֔י וְיָדַ֖יִךְ עַל־ 'אאא' רֹאשֵׁ֑ךְ כִּֽי־מָאַ֤ס יְהֹוָה֙ בְּמִבְטַחַ֔יִךְ וְלֹ֥א תַצְלִ֖יחִי לָהֶֽם׃,247A
ק֚וֹל עַל־שְׁפָיִ֣ים נִשְׁמָ֔ע בְּכִ֥י תַחֲנוּנֵ֖י בְּנֵ֣י יִשְׂרָאֵ֑ל כִּ֤י הֶעֱוּוּ֙ אֶת־ 'אאא' דַּרְכָּ֔ם שָׁכְח֖וּ אֶת־יְהֹוָ֥ה אֱלֹהֵיהֶֽם׃,247B
שֶׁ֤בֶר עַל־שֶׁ֙בֶר֙ נִקְרָ֔א כִּ֥י שֻׁדְּדָ֖ה כָּל־הָאָ֑רֶץ פִּתְאֹם֙ שֻׁדְּד֣וּ אֹהָלַ֔י רֶ֖גַע 'אאא' יְרִיעֹתָֽי׃,248A
הִנְנִ֣י מֵבִיא֩ עֲלֵיכֶ֨ם גּ֧וֹי מִמֶּרְחָ֛ק בֵּ֥ית יִשְׂרָאֵ֖ל נְאֻם־יְהֹוָ֑ה גּ֣וֹי ׀ 'אאא' אֵיתָ֣ן ה֗וּא גּ֤וֹי מֵעוֹלָם֙ ה֔וּא גּ֚וֹי לֹא־תֵדַ֣ע לְשֹׁנ֔וֹ וְלֹ֥א תִשְׁמַ֖ע מַה־יְדַבֵּֽר׃,248B
כֹּ֤ה אָמַר֙ יְהֹוָ֣ה צְבָא֔וֹת עוֹלֵ֛ל יְעוֹלְל֥וּ כַגֶּ֖פֶן שְׁאֵרִ֣ית יִשְׂרָאֵ֑ל הָשֵׁב֙ יָדְךָ֔ כְּבוֹצֵ֖ר 'אאא' עַל־סַלְסִלּֽוֹת׃,249A
אַל־תִּבְטְח֣וּ לָכֶ֔ם אֶל־דִּבְרֵ֥י 'אאא' הַשֶּׁ֖קֶר לֵאמֹ֑ר הֵיכַ֤ל יְהוָה֙ הֵיכַ֣ל יְהוָ֔ה הֵיכַ֥ל יְהוָ֖ה הֵֽמָּה׃,249B
וְלֹ֤א שָֽׁמְעוּ֙ וְלֹֽא־הִטּ֣וּ אֶת־אָזְנָ֔ם וַיֵּֽלְכוּ֙ 'אאא' בְּמֹ֣עֵצ֔וֹת בִּשְׁרִר֖וּת לִבָּ֣ם הָרָ֑ע וַיִּהְי֥וּ לְאָח֖וֹר וְלֹ֥א לְפָנִֽים׃,250A
הֹבִ֣ישׁוּ חֲכָמִ֔ים חַ֖תּוּ וַיִּלָּכֵ֑דוּ הִנֵּ֤ה בִדְבַר־יְהוָה֙ מָאָ֔סוּ וְחָכְמַֽת־ 'אאא' מֶ֖ה לָהֶֽם׃,250B
עַל־הֶ֨הָרִ֜ים אֶשָּׂ֧א בְכִ֣י וָנֶ֗הִי וְעַל־נְא֤וֹת מִדְבָּר֙ קִינָ֔ה כִּ֤י נִצְּתוּ֙ מִבְּלִי־אִ֣ישׁ עֹבֵ֔ר וְלֹ֥א שָׁמְע֖וּ ק֣וֹל מִקְנֶ֑ה מֵע֤וֹף הַשָּׁמַ֙יִם֙ וְעַד־בְּהֵמָ֔ה 'אאא' נָדְד֖וּ הָלָֽכוּ׃,251A
כֶּ֣סֶף מְרֻקָּ֞ע מִתַּרְשִׁ֣ישׁ יוּבָ֗א וְזָהָב֙ מֵֽאוּפָ֔ז מַעֲשֵׂ֥ה חָרָ֖שׁ וִידֵ֣י צוֹרֵ֑ף תְּכֵ֤לֶת 'אאא' וְאַרְגָּמָן֙ לְבוּשָׁ֔ם מַעֲשֵׂ֥ה חֲכָמִ֖ים כֻּלָּֽם׃,251B
וְלֹ֤א שָֽׁמְעוּ֙ וְלֹֽא־הִטּ֣וּ אֶת־אָזְנָ֔ם וַיֵּ֣לְכ֔וּ אִ֕ישׁ בִּשְׁרִיר֖וּת לִבָּ֣ם הָרָ֑ע וָאָבִ֨יא עֲלֵיהֶ֜ם אֶֽת־ 'אאא' כָּל־דִּבְרֵ֧י הַבְּרִית־הַזֹּ֛את אֲשֶׁר־צִוִּ֥יתִי לַעֲשׂ֖וֹת וְלֹ֥א עָשֽׂוּ׃,252A
כִּ֧י גַם־אַחֶ֣יךָ וּבֵית־אָבִ֗יךָ גַּם־הֵ֙מָּה֙ בָּ֣גְדוּ בָ֔ךְ גַּם־הֵ֛מָּה קָרְא֥וּ אַחֲרֶ֖יךָ מָלֵ֑א אַל־תַּאֲמֵ֣ן 'אאא' בָּ֔ם כִּֽי־יְדַבְּר֥וּ אֵלֶ֖יךָ טוֹבֽוֹת׃,252B
וְאָמַרְתָּ֨ אֲלֵיהֶ֜ם כֹּֽה־אָמַ֣ר יְהוָ֗ה הִנְנִ֣י מְמַלֵּ֣א אֶת־כָּל־יֹשְׁבֵ֣י הָאָ֪רֶץ הַזֹּ֟את וְאֶת־הַמְּלָכִ֣ים הַיֹּשְׁבִים֩ 'אאא' לְדָוִ֨ד עַל־כִּסְא֜וֹ וְאֶת־הַכֹּהֲנִ֣ים וְאֶת־הַנְּבִיאִ֗ים וְאֵ֛ת כָּל־יֹשְׁבֵ֥י יְרוּשָׁלָ֖͏ִם שִׁכָּרֽוֹן׃,253A
וָאֹמַ֞ר אֲהָ֣הּ ׀ אֲדֹנָ֣י יְהוִ֗ה הִנֵּ֨ה הַנְּבִאִ֜ים אֹמְרִ֤ים לָהֶם֙ לֹֽא־תִרְא֣וּ חֶ֔רֶב וְרָעָ֖ב 'אאא' לֹֽא־יִהְיֶ֣ה לָכֶ֑ם כִּֽי־שְׁל֤וֹם אֱמֶת֙ אֶתֵּ֣ן לָכֶ֔ם בַּמָּק֖וֹם הַזֶּֽה׃,253B
אָמַ֣ר יְהוָ֔ה אִם־ 'אאא' לֹ֥א שֵֽׁרִיתִ֖יךָ לְט֑וֹב אִם־ל֣וֹא ׀ הִפְגַּ֣עְתִּֽי בְךָ֗ בְּעֵ֥ת רָעָ֛ה וּבְעֵ֥ת צָרָ֖ה אֶת־הָאֹיֵֽב׃,254A
וְאָמַרְתָּ֣ אֲלֵיהֶ֗ם עַל֩ אֲשֶׁר־עָזְב֨וּ אֲבוֹתֵיכֶ֤ם אוֹתִי֙ נְאֻם־יְהוָ֔ה 'אאא' וַיֵּלְכ֗וּ אַֽחֲרֵי֙ אֱלֹהִ֣ים אֲחֵרִ֔ים וַיַּעַבְד֖וּם וַיִּשְׁתַּחֲו֣וּ לָהֶ֑ם וְאֹתִ֣י עָזָ֔בוּ וְאֶת־תּוֹרָתִ֖י לֹ֥א שָׁמָֽרוּ׃,254B
מִקְוֵ֤ה יִשְׂרָאֵל֙ יְהוָ֔ה כָּל־עֹזְבֶ֖יךָ יֵבֹ֑שׁוּ וְסוּרַי֙ בָּאָ֣רֶץ יִכָּתֵ֔בוּ כִּ֥י עָזְב֛וּ מְק֥וֹר 'אאא' מַֽיִם־חַיִּ֖ים אֶת־יְהוָֽה׃,255A
וְעָשָׂ֤ה הָרַע֙ בְּעֵינַ֔י לְבִלְתִּ֖י שְׁמֹ֣עַ בְּקוֹלִ֑י וְנִֽחַמְתִּי֙ עַל־הַטּוֹבָ֔ה אֲשֶׁ֥ר אָמַ֖רְתִּי לְהֵיטִ֥יב 'אאא' אוֹתֽוֹ׃,255B
וְשַׂמְתִּי֙ אֶת־הָעִ֣יר הַזֹּ֔את 'אאא' לְשַׁמָּ֖ה וְלִשְׁרֵקָ֑ה כֹּ֚ל עֹבֵ֣ר עָלֶ֔יהָ יִשֹּׁ֥ם וְיִשְׁרֹ֖ק עַל־כָּל־מַכֹּתֶֽהָ׃,256A
וַיהוָ֤ה צְבָאוֹת֙ בֹּחֵ֣ן צַדִּ֔יק רֹאֶ֥ה כְלָי֖וֹת וָלֵ֑ב אֶרְאֶ֤ה 'אאא' נִקְמָֽתְךָ֙ מֵהֶ֔ם כִּ֥י אֵלֶ֖יךָ גִּלִּ֥יתִי אֶת־רִיבִֽי׃,256B
וְאָֽמַרְתָּ֙ שְׁמַ֣ע דְּבַר־יְהוָ֔ה מֶ֣לֶךְ יְהוּדָ֔ה הַיֹּשֵׁ֖ב עַל־כִּסֵּ֣א דָוִ֑ד אַתָּ֤ה וַעֲבָדֶ֙יךָ֙ 'אאא' וְעַמְּךָ֔ הַבָּאִ֖ים בַּשְּׁעָרִ֥ים הָאֵֽלֶּה׃,257A
וּנְתַתִּ֗יךָ בְּיַד֙ מְבַקְשֵׁ֣י נַפְשֶׁ֔ךָ וּבְיַ֛ד אֲשֶׁר־אַתָּ֥ה יָג֖וֹר מִפְּנֵיהֶ֑ם וּבְיַ֛ד 'אאא' נְבוּכַדְרֶאצַּ֥ר מֶֽלֶךְ־בָּבֶ֖ל וּבְיַ֥ד הַכַּשְׂדִּֽים׃,257B
,258A
לָכֵ֣ן הִנְנִ֔י 'אאא' וְנָשִׁ֥יתִי אֶתְכֶ֖ם נָשֹׁ֑א וְנָטַשְׁתִּ֣י אֶתְכֶ֗ם וְאֶת־הָעִיר֙ אֲשֶׁ֨ר נָתַ֧תִּי לָכֶ֛ם וְלַאֲבוֹתֵיכֶ֖ם מֵעַ֥ל פָּנָֽי׃,258B
וְאַל־תֵּלְכ֗וּ אַֽחֲרֵי֙ אֱלֹהִ֣ים אֲחֵרִ֔ים לְעָבְדָ֖ם וּלְהִשְׁתַּחֲוֺ֣ת לָהֶ֑ם וְלֹֽא־תַכְעִ֤יסוּ אוֹתִי֙ בְּמַעֲשֵׂ֣ה יְדֵיכֶ֔ם וְלֹ֥א אָרַ֖ע 'אאא' לָכֶֽם׃,259A
וְאָמַרְתָּ֣ אֲלֵיהֶ֡ם כֹּֽה־אָמַר֩ יְהוָ֨ה צְבָא֜וֹת אֱלֹהֵ֣י יִשְׂרָאֵ֗ל שְׁת֤וּ וְשִׁכְרוּ֙ וּקְי֔וּ וְנִפְל֖וּ וְלֹ֣א תָק֑וּמוּ מִפְּנֵ֣י הַחֶ֔רֶב 'אאא' אֲשֶׁ֛ר אָנֹכִ֥י שֹׁלֵ֖חַ בֵּינֵיכֶֽם׃,259B
וַיֹּ֨אמְר֜וּ הַכֹּהֲנִ֤ים וְהַנְּבִאִים֙ אֶל־הַשָּׂרִ֔ים 'אאא' וְאֶל־כָּל־הָעָ֖ם לֵאמֹ֑ר מִשְׁפַּט־מָ֙וֶת֙ לָאִ֣ישׁ הַזֶּ֔ה כִּ֤י נִבָּא֙ אֶל־הָעִ֣יר הַזֹּ֔את כַּאֲשֶׁ֥ר שְׁמַעְתֶּ֖ם בְּאָזְנֵיכֶֽם׃,260A
וְעָבְד֤וּ אֹתוֹ֙ כָּל־הַגּוֹיִ֔ם וְאֶת־בְּנ֖וֹ וְאֶֽת־בֶּן־בְּנ֑וֹ עַ֣ד בֹּא־עֵ֤ת 'אאא' אַרְצוֹ֙ גַּם־ה֔וּא וְעָ֤בְדוּ בוֹ֙ גּוֹיִ֣ם רַבִּ֔ים וּמְלָכִ֖ים גְּדֹלִֽים׃,260B
וְאֶת־יְכָנְיָ֣ה בֶן־יְהוֹיָקִ֣ים מֶֽלֶךְ־יְ֠הוּדָה וְאֶת־כָּל־גָּל֨וּת יְהוּדָ֜ה הַבָּאִ֣ים בָּבֶ֗לָה אֲנִ֥י מֵשִׁ֛יב אֶל־הַמָּק֥וֹם הַזֶּ֖ה נְאֻם־יְהוָ֑ה כִּ֣י אֶשְׁבֹּ֔ר 'אאא' אֶת־עֹ֖ל מֶ֥לֶךְ בָּבֶֽל׃,261A
,261B
,262A
וְהָי֤וּ בָנָיו֙ כְּקֶ֔דֶם וַעֲדָת֖וֹ לְפָנַ֣י תִּכּ֑וֹן וּפָ֣קַדְתִּ֔י עַ֖ל 'אאא' כָּל־לֹחֲצָֽיו׃,262B
הַצִּ֧יבִי לָ֣ךְ צִיֻּנִ֗ים שִׂ֤מִי לָךְ֙ תַּמְרוּרִ֔ים שִׁ֣תִי לִבֵּ֔ךְ לַֽמְסִלָּ֖ה 'אאא' דֶּ֣רֶךְ הָלָ֑כְתְּ שׁ֚וּבִי בְּתוּלַ֣ת יִשְׂרָאֵ֔ל שֻׁ֖בִי אֶל־עָרַ֥יִךְ אֵֽלֶּה׃,263A
אֲשֶׁ֣ר כְּלָא֔וֹ צִדְקִיָּ֥הוּ מֶֽלֶךְ־יְהוּדָ֖ה לֵאמֹ֑ר מַדּוּעַ֩ אַתָּ֨ה נִבָּ֜א לֵאמֹ֗ר כֹּ֚ה 'אאא' אָמַ֣ר יְהוָ֔ה הִנְנִ֨י נֹתֵ֜ן אֶת־הָעִ֥יר הַזֹּ֛את בְּיַ֥ד מֶֽלֶךְ־בָּבֶ֖ל וּלְכָדָֽהּ׃,263B
הִנֵּ֣ה הַסֹּלְל֗וֹת בָּ֣אוּ הָעִיר֮ לְלָכְדָהּ֒ וְהָעִ֣יר נִתְּנָ֗ה בְּיַ֤ד 'אאא' הַכַּשְׂדִּים֙ הַנִּלְחָמִ֣ים עָלֶ֔יהָ מִפְּנֵ֛י הַחֶ֥רֶב וְהָרָעָ֖ב וְהַדָּ֑בֶר וַאֲשֶׁ֥ר דִּבַּ֛רְתָּ הָיָ֖ה וְהִנְּךָ֥ רֹאֶֽה׃,264A
כִּי֩ כֹ֨ה אָמַ֤ר 'אאא' יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל עַל־בָּתֵּי֙ הָעִ֣יר הַזֹּ֔את וְעַל־בָּתֵּ֖י מַלְכֵ֣י יְהוּדָ֑ה הַנְּתֻצִ֕ים אֶל־הַסֹּלְל֖וֹת וְאֶל־הֶחָֽרֶב׃,264B
גַּם־ 'אאא' זֶ֣רַע יַעֲקוֹב֩ וְדָוִ֨ד עַבְדִּ֜י אֶמְאַ֗ס מִקַּ֤חַת מִזַּרְעוֹ֙ מֹֽשְׁלִ֔ים אֶל־זֶ֥רַע אַבְרָהָ֖ם יִשְׂחָ֣ק וְיַעֲקֹ֑ב כִּֽי־אָשִׁ֥יב אֶת־שְׁבוּתָ֖ם וְרִחַמְתִּֽים׃,265A
וְנָתַתִּ֣י אֶת־הָאֲנָשִׁ֗ים הָעֹֽבְרִים֙ אֶת־בְּרִתִ֔י 'אאא' אֲשֶׁ֤ר לֹֽא־הֵקִ֙ימוּ֙ אֶת־דִּבְרֵ֣י הַבְּרִ֔ית אֲשֶׁ֥ר כָּרְת֖וּ לְפָנָ֑י הָעֵ֙גֶל֙ אֲשֶׁ֣ר כָּרְת֣וּ לִשְׁנַ֔יִם וַיַּעַבְר֖וּ בֵּ֥ין בְּתָרָֽיו׃,265B
כִּ֣י הֵקִ֗ימוּ בְּנֵי֙ יְהוֹנָדָ֣ב בֶּן־רֵכָ֔ב אֶת־מִצְוַ֥ת אֲבִיהֶ֖ם אֲשֶׁ֣ר צִוָּ֑ם וְהָעָ֣ם 'אאא' הַזֶּ֔ה לֹ֥א שָׁמְע֖וּ אֵלָֽי׃,266A
וְאֶ֨ת־בָּר֔וּךְ שָׁאֲל֖וּ לֵאמֹ֑ר הַגֶּד־נָ֣א לָ֔נוּ אֵ֗יךְ 'אאא' כָּתַ֛בְתָּ אֶת־כָּל־הַדְּבָרִ֥ים הָאֵ֖לֶּה מִפִּֽיו׃,266B
וְיִרְמְיָ֕הוּ בָּ֥א וְיֹצֵ֖א בְּת֣וֹךְ הָעָ֑ם 'אאא' וְלֹֽא־נָתְנ֥וּ אֹת֖וֹ בֵּ֥ית הַכְּלֽוּא׃,267A
וַיֹּאמְר֨וּ הַשָּׂרִ֜ים אֶל־הַמֶּ֗לֶךְ י֣וּמַת נָא֮ אֶת־הָאִ֣ישׁ הַזֶּה֒ כִּֽי־עַל־כֵּ֡ן הֽוּא־מְרַפֵּ֡א אֶת־יְדֵי֩ אַנְשֵׁ֨י הַמִּלְחָמָ֜ה הַֽנִּשְׁאָרִ֣ים ׀ בָּעִ֣יר הַזֹּ֗את וְאֵת֙ יְדֵ֣י כָל־הָעָ֔ם לְדַבֵּ֣ר אֲלֵיהֶ֔ם כַּדְּבָרִ֖ים הָאֵ֑לֶּה כִּ֣י ׀ הָאִ֣ישׁ הַזֶּ֗ה אֵינֶ֨נּוּ דֹרֵ֧שׁ לְשָׁל֛וֹם 'אאא' לָעָ֥ם הַזֶּ֖ה כִּ֥י אִם־לְרָעָֽה׃,267B
,268A
